$GPRMC,133814.00,A,2251.41903,S,04305.73558,W,0.265,,170623,,,A*76
$GPRMC,133816.00,A,2251.41933,S,04305.73564,W,0.111,,170623,,,A*78
$GPRMC,133818.00,A,2251.41950,S,04305.73567,W,0.167,,170623,,,A*71
$GPRMC,133820.00,A,2251.41944,S,04305.73587,W,0.382,,170623,,,A*78
$GPRMC,133822.00,A,2251.41962,S,04305.73585,W,0.155,,170623,,,A*74
$GPRMC,133824.00,A,2251.41964,S,04305.73602,W,0.222,,170623,,,A*7B
$GPRMC,133826.00,A,2251.41985,S,04305.73596,W,0.091,,170623,,,A*72
$GPRMC,133828.00,A,2251.41992,S,04305.73627,W,0.215,,170623,,,A*7D
$GPRMC,133830.00,A,2251.41987,S,04305.73639,W,0.300,,170623,,,A*7A
$GPRMC,133832.00,A,2251.42006,S,04305.73639,W,0.286,,170623,,,A*74
$GPRMC,133834.00,A,2251.42031,S,04305.73633,W,0.187,,170623,,,A*7E
$GPRMC,133836.00,A,2251.42033,S,04305.73608,W,0.762,,170623,,,A*7B
$GPRMC,133838.00,A,2251.42045,S,04305.73596,W,0.224,,170623,,,A*77
$GPRMC,133840.00,A,2251.42066,S,04305.73585,W,0.334,,170623,,,A*7B
$GPRMC,133842.00,A,2251.42079,S,04305.73592,W,0.334,,170623,,,A*71
$GPRMC,133844.00,A,2251.42131,S,04305.73582,W,0.578,,170623,,,A*75
$GPRMC,133846.00,A,2251.42139,S,04305.73579,W,0.317,,170623,,,A*74
$GPRMC,133848.00,A,2251.42148,S,04305.73580,W,0.140,,170623,,,A*7A
$GPRMC,133850.00,A,2251.42178,S,04305.73528,W,0.867,,170623,,,A*7E
$GPRMC,133852.00,A,2251.42205,S,04305.73497,W,0.541,,170623,,,A*79
$GPRMC,133854.00,A,2251.42179,S,04305.73427,W,1.912,,170623,,,A*77
$GPRMC,133856.00,A,2251.42164,S,04305.73421,W,1.107,,170623,,,A*73
$GPRMC,133858.00,A,2251.42205,S,04305.73404,W,0.506,,170623,,,A*7A
$GPRMC,133900.00,A,2251.42212,S,04305.73350,W,0.209,,170623,,,A*7E
$GPRMC,133902.00,A,2251.42222,S,04305.73357,W,0.263,,170623,,,A*74
$GPRMC,133904.00,A,2251.42251,S,04305.73410,W,0.643,,170623,,,A*74
$GPRMC,133906.00,A,2251.42265,S,04305.73433,W,0.628,,170623,,,A*7D
$GPRMC,133908.00,A,2251.42274,S,04305.73463,W,0.596,,170623,,,A*70
$GPRMC,133910.00,A,2251.42292,S,04305.73457,W,0.306,,170623,,,A*79
$GPRMC,133912.00,A,2251.42267,S,04305.73396,W,0.753,,170623,,,A*7F
$GPRMC,133914.00,A,2251.42245,S,04305.73399,W,0.122,,170623,,,A*76
$GPRMC,133.93,1.67*07
$GPRMC,133949.00,A.93,1.67*07
$GPRMC,133951.00,A,2251.41758,S,,,,,2.06,1.01,1.80*09
$GPRMC,133953.00,A,2251.41764,S,04305.7.01,1.80*09
$GPRMC,133955.00,A,2251.41772,S,04305.73485,W,0.465,,170623,,,A*.93,1.67*07
$GPRMC,133957.00,A,2251.41692,S,04305.73241,W,2.211,46.77,170623,,,A*55
$GPRMC,133959.00,A,2251.41629,S,04305.73023,W,2.510,56.44,170623,,,A*5A
$GPRMC,134001.00,A,2251.41591,S,04305.72932,W,1.856,57.37,170623,,,A*58
$GPRMC,134003.00,A,2251.41618,S,04305.72992,W,0.325,,170623,,,A*74
$GPRMC,134005.00,A,2251.41666,S,04305.73082,W,0.252,,170623,,,A*73
$GPRMC,134007.00,A,2251.41705,S,04305.73156,W,0.710,,170623,,,A*7E
$GPRMC,134009.00,A,2251.41739,S,04305.73210,W,0.385,,170623,,,A*76
$GPRMC,134011.00,A,2251.41766,S,04305.73204,W,0.553,,170623,,,A*7D
$GPRMC,134013.00,A,2251.41784,S,04305.73225,W,0.525,,170623,,,A*71
$GPRMC,134015.00,A,2251.41798,S,04305.73274,W,0.063,,170623,,,A*79
$GPRMC,134017.00,A,2251.41811,S,04305.73339,W,0.559,,170623,,,A*71
$GPRMC,134019.00,A,2251.41805,S,04305.73364,W,0.516,,170623,,,A*79
$GPRMC,134021.00,A,2251.41742,S,04305.73314,W,1.334,,170623,,,A*7E
$GPRMC,134023.00,A,2251.41708,S,04305.73297,W,1.328,,170623,,,A*75
$GPRMC,134025.00,A,2251.41710,S,04305.73336,W,0.779,,170623,,,A*71
$GPRMC,134027.00,A,2251.41679,S,04305.73328,W,1.161,,170623,,,A*7C
$GPRMC,134029.00,A,2251.41685,S,04305.73312,W,0.477,,170623,,,A*7B
$GPRMC,134031.00,A,2251.41650,S,04305.73275,W,0.991,,170623,,,A*7F
$GPRMC,134033.00,A,2251.41681,S,04305.73319,W,0.196,,170623,,,A*75
$GPRMC,134035.00,A,2251.41690,S,04305.73360,W,0.143,,170623,,,A*75
$GPRMC,134037.00,A,2251.41739,S,04305.73447,W,0.074,,170623,,,A*72
$GPRMC,134039.00,A,2251.41766,S,04305.73504,W,0.168,,170623,,,A*7C
$GPRMC,134041.00,A,2251.41736,S,04305.73514,W,0.575,,170623,,,A*7F
$GPRMC,134043.00,A,2251.41685,S,04305.73469,W,0.862,,170623,,,A*74
$GPRMC,134045.00,A,2251.41697,S,04305.73502,W,0.379,,170623,,,A*7C
$GPRMC,134047.00,A,2251.41709,S,04305.73512,W,0.084,,170623,,,A*78
$GPRMC,134049.00,A,2251.41688,S,04305.73499,W,0.630,,170623,,,A*75
$GPRMC,134051.00,A,2251.41676,S,04305.73496,W,0.416,,170623,,,A*74
$GPRMC,134053.00,A,2251.41711,S,04305.73567,W,0.034,,170623,,,A*7D
$GPRMC,134055.00,A,2251.41691,S,04305.73551,W,0.286,,170623,,,A*7C
